"recid","age","hsged","white","children","jtpa","married","male","treatment","delta","days"
316135,26,0,0,1,0,0,0,0,0,1366
316137,17,0,0,0,1,0,0,0,0,608
316139,34,1,0,1,1,0,0,1,1,16
316142,25,0,0,1,0,0,0,1,0,1321
316146,32,0,1,1,1,0,1,1,1,7
316147,35,1,0,1,0,0,0,1,1,48
316149,17,0,1,0,1,1,0,1,1,367
316150,53,1,1,0,1,0,0,1,1,494
316151,20,1,0,0,0,0,0,0,1,4
316154,40,1,1,0,0,0,1,0,0,1121
316155,35,1,1,0,1,0,1,1,1,38
316156,25,1,0,1,0,0,0,1,1,87
316157,19,0,1,0,1,0,0,1,1,378
316162,19,1,0,1,0,0,0,1,1,194
316163,22,0,1,0,0,0,1,1,1,22
316165,55,0,1,0,1,1,0,1,1,46
316166,33,1,1,0,1,0,1,1,1,3
316168,42,1,0,1,1,0,0,1,0,637
316169,35,1,1,1,1,0,0,1,1,221
316172,23,1,0,1,0,0,0,0,0,807
316176,42,1,0,1,0,0,0,0,0,766
316177,35,1,0,1,0,0,0,0,1,19
316178,20,0,0,0,0,0,1,0,1,396
316180,23,1,1,1,1,0,0,1,0,580
316182,18,0,0,1,1,1,1,1,1,31
316183,28,0,0,1,0,1,1,0,1,18
316184,42,1,1,1,1,0,0,1,1,409
316189,53,0,1,0,1,1,0,1,1,96
316190,21,0,1,0,1,0,1,0,1,11
316192,25,0,0,0,0,0,1,0,1,9
316196,32,1,0,1,0,1,1,0,1,57
316197,20,1,0,1,1,1,1,1,1,128
316199,30,1,1,1,1,0,0,1,1,84
316200,18,1,0,0,0,0,1,1,1,2
316201,20,0,0,0,0,0,1,0,1,204
316202,41,1,1,1,0,0,1,1,1,3
316203,66,0,1,0,0,0,1,0,1,38
316204,19,1,1,1,1,0,0,1,1,122
316208,30,1,0,1,1,0,0,1,1,218
316209,20,0,0,0,0,0,1,0,1,272
316210,20,0,1,0,0,0,0,1,1,9
316211,19,1,1,0,0,0,1,0,1,7
316215,18,0,1,0,1,1,1,1,1,494
316216,35,1,1,0,0,0,0,0,0,588
316217,20,0,1,0,1,0,0,1,1,17
316218,30,0,1,0,0,0,0,0,1,36
316219,40,1,0,0,0,0,1,0,0,553
316221,20,0,0,1,1,0,0,0,1,145
316225,27,1,0,0,1,0,0,1,1,7
316232,23,1,0,0,0,0,0,1,0,559
316236,22,0,0,1,0,0,0,1,0,552
316237,20,1,0,0,1,0,0,1,1,208
316239,33,0,0,0,1,0,1,1,1,196
316242,33,0,0,0,0,0,1,1,0,433
316243,30,0,1,1,1,1,0,1,1,35
316245,41,0,1,0,0,0,1,0,0,372
316247,22,0,1,1,1,0,0,1,1,300
316248,19,1,1,0,0,0,1,1,1,27
316252,20,1,0,1,1,0,0,1,1,10
316253,60,0,0,0,0,1,0,1,1,338
316254,21,1,0,0,1,0,1,1,1,56
316255,33,1,0,0,0,0,1,0,1,88
316256,20,1,0,0,1,0,1,0,1,311
316257,27,1,0,1,0,1,1,1,1,56
316258,26,1,0,1,0,0,0,0,0,734
316259,22,0,1,0,0,1,1,0,1,101
316260,21,1,0,0,1,0,1,1,1,154
316261,19,0,0,0,1,0,0,1,1,16
316262,37,1,1,1,1,1,1,1,1,4
316265,25,0,0,1,0,0,0,0,1,1
316267,18,0,1,0,0,0,0,0,1,583
316268,19,0,0,0,1,0,1,1,1,350
316273,18,0,1,0,0,0,1,0,1,229
316274,33,0,1,0,1,0,1,1,0,1084
316275,46,1,1,0,0,0,1,1,1,59
316278,17,0,0,0,1,0,1,1,1,205
316279,31,0,0,1,1,1,0,1,0,614
316282,26,0,0,0,0,0,1,0,1,250
316285,22,1,1,1,0,1,1,0,1,7
316286,16,0,0,0,0,0,0,0,1,535
316287,31,0,1,1,1,1,0,0,1,119
316289,33,1,0,0,0,0,1,0,1,394
316290,19,0,1,1,1,0,0,1,1,559
316291,33,1,0,1,1,1,1,1,1,3
316292,26,1,1,1,0,1,0,0,1,241
316293,21,0,0,1,0,0,0,0,0,589
316294,35,1,0,1,1,0,1,1,1,700
316296,46,0,0,0,1,0,1,1,0,567
316298,30,0,0,1,1,0,0,1,1,280
316299,52,0,1,0,1,0,1,1,1,288
316305,21,1,1,1,1,0,0,1,0,1309
316306,19,0,1,0,1,0,0,1,1,228
316308,22,0,0,0,0,0,1,1,1,202
316310,52,0,1,0,1,0,0,1,0,552
316312,19,1,1,1,1,0,0,1,0,731
316315,27,1,0,1,0,0,0,1,1,515
316316,30,0,1,1,0,1,0,1,1,77
316317,32,0,1,1,1,1,1,1,1,30
316320,53,0,0,1,1,1,1,0,1,269
316324,42,0,0,1,0,0,0,0,0,735
316325,33,1,1,1,0,1,1,0,1,30
316326,28,0,0,0,1,0,1,1,1,110
316327,21,1,0,0,0,0,1,1,1,17
316328,28,1,0,0,1,0,1,1,0,383
316329,18,0,0,0,1,0,1,1,1,140
316330,22,0,0,0,1,0,0,1,1,315
316335,18,0,1,0,0,0,0,0,1,271
316336,48,1,0,0,1,0,1,1,1,236
316342,20,0,1,1,1,0,0,1,1,44
316345,22,1,1,1,1,0,0,1,1,199
316346,17,0,0,0,1,0,0,0,1,85
316348,32,0,0,0,0,0,1,1,1,401
316349,38,1,0,0,0,0,1,0,1,371
316351,21,1,0,0,1,0,0,1,1,212
316352,23,1,1,0,0,0,0,1,0,588
316354,38,0,0,0,0,0,1,1,0,564
316356,24,1,1,1,1,1,1,1,1,5
316360,42,1,0,0,1,0,1,1,1,1
316362,20,1,1,0,1,1,1,1,1,166
316368,20,0,0,1,1,0,0,0,1,226
316372,50,0,1,0,1,0,0,1,1,67
316373,18,0,1,1,1,0,0,1,1,367
316374,34,0,1,0,1,0,0,1,1,7
316375,29,0,1,1,1,1,0,1,1,385
316376,44,1,0,0,0,0,0,1,0,1331
316378,21,1,0,0,0,0,1,0,1,385
316379,19,0,0,1,1,0,0,0,0,708
316384,30,1,1,1,1,0,0,1,1,650
316386,26,1,1,1,1,1,1,1,1,362
316390,18,0,1,0,0,0,1,0,1,51
316391,60,0,0,0,0,1,0,0,0,694
316395,28,1,0,1,0,0,0,0,0,392
316398,18,0,1,0,0,0,0,1,0,818
316399,18,1,1,0,0,0,1,0,1,2
316400,19,0,1,0,1,0,0,1,1,115
316401,31,0,0,0,0,0,1,1,1,65
316402,19,1,0,0,1,0,0,1,1,58
316403,22,1,0,0,1,0,0,1,1,90
316404,22,0,1,1,1,0,0,1,1,12
316406,31,1,0,1,0,0,0,0,1,275
316408,26,0,1,1,1,0,1,1,1,12
316410,33,1,0,1,1,0,0,1,1,56
316411,20,0,1,0,0,0,1,1,1,461
316412,21,1,1,1,1,1,0,1,1,392
316413,33,0,0,1,1,0,0,0,1,265
316414,16,0,1,0,1,0,1,1,1,384
316417,19,1,0,0,0,0,1,1,1,74
316419,25,1,1,1,0,0,0,0,1,99
316420,52,0,1,0,0,0,1,0,1,438
316421,21,0,1,1,0,1,1,1,1,52
316422,33,0,1,1,0,0,0,1,1,98
316427,22,1,1,0,0,1,0,1,1,89
316428,24,1,1,1,0,0,0,0,1,1
316429,69,0,1,0,1,0,0,1,1,117
316431,34,0,0,0,0,0,1,1,1,484
316432,27,0,0,1,1,0,0,1,1,506
316434,30,0,1,0,1,0,1,1,0,726
316435,56,0,1,0,1,0,0,1,0,603
316437,45,0,1,0,1,0,1,1,1,3
316438,26,0,0,0,1,0,1,1,1,18
316439,37,1,0,0,1,0,1,1,1,482
316440,19,1,0,0,1,0,0,1,1,148
316441,37,0,1,1,1,1,1,1,1,379
316442,23,0,0,0,1,0,0,1,1,473
316443,19,1,0,0,1,0,0,1,1,21
316447,35,1,1,1,1,1,0,1,1,3
316449,47,1,1,0,0,0,0,0,1,51
316450,21,0,1,0,0,0,1,1,1,5
316452,22,1,0,0,0,0,1,0,1,213
316453,24,1,1,1,1,1,1,1,1,111
316456,49,1,0,1,0,0,0,0,0,603
316459,23,1,1,1,0,1,0,0,1,95
316464,18,1,1,1,0,1,0,0,1,1
316465,26,0,0,0,0,0,1,0,1,399
316467,19,0,1,0,0,0,1,0,0,659
316469,37,1,1,1,0,0,0,0,1,53
316470,54,0,1,0,1,0,0,1,1,123
316471,25,1,0,1,0,0,0,0,1,214
316472,21,1,1,0,1,0,1,0,1,276
316475,42,0,1,1,1,1,1,1,1,460
316477,57,0,1,0,1,1,1,1,1,146
316478,21,1,1,0,1,0,1,1,1,88
316481,53,0,1,0,1,0,1,0,1,348
316486,35,0,0,1,0,0,0,1,0,477
316487,34,0,0,1,0,1,0,1,1,10
316488,60,0,0,1,1,0,0,1,1,106
316489,21,0,0,1,1,1,0,1,0,579
316490,20,1,0,1,1,0,0,1,1,41
316491,46,0,0,1,0,1,0,1,1,3
316497,35,1,1,1,1,0,0,1,1,76
316499,23,1,1,0,0,1,1,1,1,10
316500,22,1,1,0,1,0,1,1,1,28
316502,21,1,0,1,0,0,0,0,1,570
316503,42,1,1,1,0,1,0,1,0,617
316505,28,1,1,1,1,0,0,1,1,375
316507,20,1,0,0,0,0,0,1,1,318
316508,16,0,1,1,1,0,0,1,1,4
316510,27,0,0,0,1,0,1,1,0,777
316511,34,1,1,0,1,0,1,1,0,588
316512,42,1,1,1,1,1,0,1,1,37
316514,47,1,1,1,0,0,0,0,1,74
316515,18,0,0,0,0,0,1,1,1,223
316516,24,1,0,0,1,0,1,1,1,321
316517,18,1,0,0,0,0,0,0,1,612
316518,24,1,1,0,0,0,1,1,1,136
316520,37,0,1,1,1,0,0,1,1,229
316521,47,0,1,1,0,0,0,0,1,242
316523,45,0,0,0,1,1,0,1,1,571
316524,29,0,0,0,0,0,1,1,1,14
316525,30,0,0,0,0,0,1,0,1,350
316526,23,1,1,1,0,1,0,0,1,338
316527,33,0,0,1,1,0,0,1,1,202
316530,19,1,0,1,1,0,0,1,1,313
316532,36,1,0,1,0,0,1,1,1,51
316535,18,0,0,1,1,0,0,1,1,91
316541,51,0,0,1,0,1,0,0,0,579
316543,31,0,0,0,1,0,1,1,1,304
316547,24,1,1,1,0,0,0,0,1,283
316550,26,0,0,0,0,0,0,0,1,11
316552,38,1,1,1,0,0,0,0,1,794
316554,34,0,1,1,0,0,0,0,1,20
316557,29,1,1,1,0,1,1,1,1,20
316559,23,0,1,1,0,1,1,0,1,42
316560,39,1,0,1,0,0,0,0,1,9
316561,16,0,0,0,1,0,0,1,1,516
316563,27,0,0,0,1,0,0,1,0,604
316568,17,0,0,0,0,0,1,1,1,429
316569,20,0,0,0,1,0,0,1,1,433
316570,18,0,1,0,0,0,0,1,1,109
316571,26,0,1,1,0,1,1,1,1,9
316573,36,1,0,1,1,0,0,1,0,698
316575,27,0,0,0,0,0,1,1,1,73
316577,33,0,0,0,1,0,1,1,1,34
316584,33,0,1,0,0,0,1,1,1,165
316586,25,0,0,0,0,0,0,0,1,90
316589,17,0,1,0,0,1,0,0,1,3
316591,26,0,0,1,1,0,0,1,1,34
316592,33,1,1,1,0,1,1,1,1,192
316594,39,1,1,1,1,0,0,1,1,532
316595,20,1,1,0,1,0,1,1,1,92
316598,67,1,1,0,1,0,0,1,1,172
316604,38,0,0,0,0,0,1,0,1,49
316605,30,1,0,1,1,0,0,0,0,580
316606,41,1,1,0,0,1,0,1,1,307
316608,27,1,0,0,1,0,1,1,1,297
316609,20,0,0,1,0,1,0,0,0,568
316614,56,0,1,0,1,1,0,1,1,299
316615,30,1,1,1,1,1,0,1,1,58
316616,17,0,1,1,1,0,0,1,1,394
316620,35,0,1,0,0,0,0,0,1,196
316621,33,0,1,1,1,0,0,1,0,591
316624,49,0,1,0,1,0,0,1,0,680
316625,20,0,0,0,0,0,0,1,1,3
316627,26,1,0,1,0,0,1,0,0,1197
316628,31,1,1,1,0,0,1,0,1,256
316630,22,0,1,1,1,1,1,1,1,24
316631,30,1,0,0,1,0,0,1,1,174
316632,34,1,0,1,1,0,0,1,0,598
316635,23,1,1,1,1,0,0,1,1,145
316638,34,0,0,1,0,0,0,1,1,370
316639,21,1,1,0,0,0,1,1,1,373
316640,61,1,1,0,0,0,0,0,0,853
316641,34,1,0,1,1,0,0,1,1,44
316642,31,0,1,1,0,0,0,1,1,64
316643,22,1,0,1,1,0,1,1,1,64
316644,46,0,1,1,0,1,1,0,0,526
316647,30,0,1,1,0,1,1,0,1,94
316648,18,0,0,0,1,0,0,1,0,687
316649,21,1,1,0,0,0,0,1,1,442
316651,20,0,1,0,1,0,0,1,1,57
316654,46,0,0,1,1,0,0,1,1,1
316655,23,1,0,1,1,0,1,1,1,51
316657,22,0,1,1,0,1,1,0,0,549
316658,26,1,1,0,1,0,1,1,1,336
316659,21,1,0,0,1,0,1,1,1,313
316662,20,1,1,0,0,0,1,0,1,26
316663,23,0,1,1,1,0,0,1,0,636
316664,19,1,1,0,0,0,1,0,1,442
316666,19,1,1,0,1,1,1,1,1,96
316668,22,1,1,1,1,1,1,1,1,52
316669,18,0,0,0,1,0,1,1,1,20
316671,23,0,1,1,1,0,0,1,1,496
316674,31,1,1,1,1,0,0,1,1,170
316675,40,1,1,0,1,1,0,1,1,30
316676,24,1,1,1,1,0,1,1,0,553
316677,26,1,1,0,0,0,1,0,1,2
316678,20,0,0,0,0,0,0,0,1,253
316680,19,1,1,1,0,1,0,1,1,94
316681,18,0,0,1,1,0,0,0,1,2
316684,42,1,1,0,1,1,0,1,1,224
316687,28,1,1,1,0,0,0,1,1,521
316688,17,0,1,0,0,0,1,1,1,9
316691,60,1,0,0,0,0,0,1,0,596
316692,26,1,0,0,1,0,0,1,0,493
316693,24,0,1,0,0,0,0,1,1,512
316696,20,0,1,0,1,0,0,1,1,13
316699,48,0,1,0,0,0,0,1,1,588
316700,28,0,1,1,1,1,1,1,1,83
316705,43,0,1,0,1,0,1,1,1,23
316706,18,0,0,0,0,0,0,0,1,254
316707,19,1,0,1,1,0,0,1,1,21
316709,33,1,1,1,1,0,0,1,1,383
316710,27,0,1,1,1,0,0,1,1,94
316711,43,1,0,1,1,1,1,1,0,365
316712,30,0,1,1,1,0,1,1,1,867
316713,28,1,0,1,1,0,0,1,1,290
316715,27,0,1,1,0,1,1,0,1,22
316716,17,0,1,0,0,0,0,0,1,205
316717,24,1,1,1,1,0,0,1,1,2
316718,26,0,0,0,0,0,1,1,1,187
316720,23,1,0,0,1,0,1,1,1,75
316721,31,0,1,1,1,0,0,1,0,698
316722,32,0,0,1,0,0,0,0,1,50
316723,22,1,0,1,0,0,0,0,0,867
316724,45,0,0,1,0,0,0,1,0,666
316725,19,0,0,0,1,0,1,1,1,80
316726,20,0,0,1,0,0,0,0,0,1376
316728,27,0,0,0,1,0,0,0,1,452
316730,22,0,1,0,1,0,1,1,1,505
316733,18,0,0,0,0,0,1,0,1,8
316734,25,1,0,1,1,0,0,1,1,104
316735,22,0,0,0,0,0,1,1,1,6
316736,33,1,1,1,1,0,0,1,1,47
316737,18,0,0,0,1,0,0,1,1,204
316738,23,0,1,1,0,0,0,0,1,3
316739,43,0,0,1,1,0,0,1,1,73
316740,26,1,0,1,0,0,0,0,0,612
316741,70,0,1,0,0,1,1,1,1,521
316742,23,1,1,0,0,0,1,1,1,734
316743,16,0,0,1,1,0,0,0,0,872
316744,26,0,1,0,1,1,0,1,1,371
316745,20,1,0,0,1,0,1,1,1,168
316746,25,1,1,1,0,1,1,1,1,6
316747,32,1,1,0,1,0,0,1,0,662
316749,21,1,1,0,0,0,1,1,1,268
316750,34,1,1,0,1,0,1,1,1,67
316751,26,0,1,0,1,1,0,1,1,3
316753,20,1,1,0,0,0,0,0,1,202
316754,19,0,1,0,1,0,0,1,1,169
316756,18,0,1,0,0,0,1,1,1,294
316759,44,1,1,1,1,1,0,1,1,172
316761,18,0,0,0,0,0,1,1,1,122
316764,30,1,0,0,0,0,1,0,1,186
316765,23,1,1,0,1,0,1,1,1,762
316767,25,1,1,0,0,0,1,0,1,91
316770,23,0,0,0,0,0,0,0,0,702
316771,29,0,0,1,0,1,0,0,1,193
316772,16,0,0,0,0,0,0,0,0,1118
316773,22,1,0,0,0,0,1,0,0,379
316776,17,0,0,0,0,0,0,1,0,1242
316780,30,1,1,0,1,0,0,1,0,1048
316783,26,0,1,1,1,1,1,1,1,5
316784,27,1,1,1,0,1,1,1,1,117
316787,36,0,1,1,1,1,1,1,1,64
316789,33,1,1,1,1,1,1,1,1,25
316790,21,0,0,1,0,1,1,0,1,6
316791,22,1,1,0,0,0,1,0,1,274
316793,42,1,1,1,1,0,0,1,1,192
316795,37,0,0,1,0,1,1,1,1,423
316796,35,0,0,0,1,0,1,1,1,217
316797,17,0,1,0,1,0,0,0,1,114
316798,26,1,0,0,0,0,1,0,1,68
316801,34,0,0,0,0,0,1,0,0,578
316804,36,1,0,1,0,0,0,0,0,794
316805,64,0,0,0,0,0,0,1,1,237
316806,32,1,1,0,1,0,1,1,0,560
316807,31,0,1,0,0,0,0,0,1,253
316808,17,0,0,1,0,0,0,1,1,580
316813,26,1,1,1,0,0,0,1,1,5
316814,34,1,1,1,0,1,0,0,1,382
316818,26,0,0,1,0,0,0,1,1,68
316819,20,1,0,1,1,0,0,1,1,620
316821,30,1,0,1,1,0,0,1,1,175
316822,42,0,1,0,0,0,1,0,1,50
316823,23,0,1,0,1,0,0,0,1,141
316824,22,0,1,0,1,0,0,0,1,53
316825,24,0,1,1,1,0,0,1,1,188
316827,18,1,0,0,0,0,0,1,1,112
316828,24,0,0,1,1,0,0,1,0,631
316829,35,0,0,1,0,0,0,1,1,386
316833,21,0,0,0,1,0,1,1,1,27
316834,26,0,0,0,0,0,1,0,1,191
316836,20,0,1,0,0,0,0,0,1,446
316839,31,1,0,1,0,0,0,0,1,509
316841,18,1,1,1,1,0,0,1,1,355
316842,46,0,1,0,1,0,1,1,0,953
316844,27,1,1,1,1,0,0,1,1,305
316848,28,1,0,0,0,0,1,1,1,35
316850,25,1,1,1,1,0,0,1,1,21
316853,39,0,0,0,0,0,0,1,1,526
316854,24,1,1,1,1,0,0,1,0,670
316855,24,1,1,0,0,0,1,0,1,531
316857,18,0,1,0,1,0,0,1,1,23
316858,26,0,1,0,1,0,1,1,1,11
316861,20,0,0,0,0,0,0,1,1,227
316862,30,0,0,1,0,0,0,0,0,738
316864,32,0,1,1,0,0,0,0,1,88
316866,25,0,1,1,0,1,0,1,0,664
316867,20,1,1,0,0,0,1,0,1,144
316870,34,0,0,1,1,0,0,1,0,707
316871,24,0,0,1,1,0,0,1,1,625
316872,25,0,1,0,1,1,1,1,1,124
316873,42,1,0,1,1,0,0,1,0,827
316874,28,1,1,0,1,0,0,1,1,470
316875,17,0,0,0,0,0,0,1,1,7
316878,67,0,0,0,1,1,0,1,1,625
316880,34,1,1,1,0,0,0,0,1,151
316882,21,1,1,0,1,0,0,1,1,1
316883,40,0,1,0,1,0,0,1,1,1
316885,27,1,1,0,1,0,0,1,1,128
316888,17,0,1,0,1,0,1,1,0,1079
316889,50,0,1,0,0,0,1,1,0,771
316890,24,0,0,0,0,0,0,1,1,645
316892,34,0,1,1,1,0,0,1,1,82
316893,38,1,1,1,1,1,1,1,1,13
316896,20,0,1,1,0,0,0,1,1,58
316898,29,0,1,1,0,1,1,1,1,377
316900,20,1,0,1,1,0,0,1,1,6
316901,25,0,0,0,0,0,1,1,1,129
316905,21,1,0,1,0,0,0,1,1,385
316906,28,0,1,1,1,1,1,1,1,3
316908,23,1,1,1,0,1,1,0,1,37
316910,18,0,0,0,1,0,1,1,1,327
316911,17,0,1,0,0,0,1,0,1,397
316912,32,0,0,1,0,0,0,1,1,576
316913,18,0,1,0,0,0,1,1,0,758
316914,26,0,1,1,0,1,0,0,0,602
316915,46,0,1,0,0,1,1,0,1,10
316917,39,1,1,0,1,0,1,1,1,47
316918,31,1,1,1,0,0,0,0,0,545
316920,22,0,0,0,0,0,1,0,1,7
316922,28,0,0,0,1,0,1,1,1,1
316923,29,0,0,0,0,0,0,0,0,1104
316925,32,1,0,0,0,0,1,0,1,210
316926,26,0,0,0,1,0,1,1,1,280
316928,32,1,1,1,1,0,0,1,1,143
316930,36,1,1,0,0,0,1,1,0,674
316931,19,0,1,0,0,0,1,0,1,23
316934,29,0,0,1,1,0,0,1,1,52
316937,20,0,0,0,1,0,1,1,1,313
316940,37,1,1,1,0,1,1,1,1,46
316941,20,0,0,1,0,0,0,0,0,434
316942,40,0,1,1,1,1,1,1,1,48
316944,43,0,0,0,1,0,1,1,0,622
316948,19,1,0,1,0,1,0,0,1,182
316951,22,0,0,1,1,0,0,1,1,638
316955,20,1,1,0,0,1,1,0,1,14
316956,38,0,1,1,1,1,0,1,1,2
316961,21,1,0,1,1,1,0,1,1,388
316963,30,1,0,1,1,0,0,1,1,56
316964,35,1,0,1,0,0,0,0,1,684
316965,19,1,0,0,1,0,0,1,1,442
316969,27,1,1,1,1,1,0,1,1,112
316974,16,0,0,0,0,0,1,1,1,43
316976,39,0,1,0,1,0,0,1,0,490
316978,28,0,0,0,1,0,0,1,1,472
316979,43,0,0,1,1,0,0,1,1,160
316981,22,0,1,0,0,0,0,0,1,80
316982,18,1,1,0,0,0,0,0,1,9
316983,35,0,1,0,0,0,1,0,1,237
316984,24,0,0,1,1,0,1,1,1,145
316985,27,0,0,1,0,0,0,0,0,372
316986,32,1,0,0,0,1,0,0,0,560
316987,19,0,0,0,0,0,0,1,0,907
316988,20,1,1,0,1,0,1,1,1,42
316989,18,1,1,0,0,0,1,1,1,171
316990,31,0,1,1,1,0,0,1,1,163
316991,23,0,1,0,0,0,1,1,1,114
316993,18,0,1,0,1,0,1,0,1,341
316995,18,1,0,0,0,0,0,1,1,4
316996,21,0,1,0,1,0,1,1,1,26
316998,18,1,0,0,0,0,1,0,1,247
317000,26,1,1,1,1,0,0,1,0,965
317001,46,0,1,0,0,1,0,0,1,86
317005,38,1,0,0,0,0,0,0,0,589
317007,36,0,1,0,1,0,0,1,0,476
317009,29,0,0,0,0,0,1,1,1,402
317010,33,1,1,1,0,0,0,0,1,213
317012,44,1,0,1,0,0,0,0,1,422
317015,18,0,0,0,0,0,1,1,1,584
317016,25,1,1,0,1,0,1,0,1,26
317019,26,0,0,0,0,0,1,0,1,88
317020,39,1,1,0,0,0,1,0,1,603
317021,17,1,0,0,1,0,0,1,1,620
317023,28,0,1,0,1,0,0,1,0,619
317025,17,1,0,0,0,0,1,1,1,385
317026,23,0,0,1,1,0,1,1,1,42
317027,28,1,1,1,1,1,1,1,1,14
317028,26,1,0,1,1,0,0,0,0,567
317032,26,1,0,1,1,0,1,1,1,210
317036,18,0,1,0,0,0,1,1,0,615
317038,38,0,0,1,0,0,0,1,1,504
317039,17,0,0,0,1,0,1,1,1,341
317040,30,1,0,0,1,0,1,1,1,206
317042,23,1,1,0,0,1,0,1,1,13
317045,32,0,0,0,0,0,1,1,1,20
317047,20,0,1,1,1,0,0,1,0,1071
317048,34,0,0,1,0,1,1,0,1,597
317050,19,1,0,0,1,0,0,1,1,13
317052,24,1,1,0,0,0,0,0,0,940
317053,23,1,1,1,0,1,1,0,1,69
317056,36,0,1,1,1,1,0,1,1,13
317057,21,0,1,1,1,0,0,1,1,43
317058,19,1,0,1,1,0,0,1,0,1098
317059,19,0,0,0,1,0,0,1,1,185
317060,60,0,0,1,1,1,1,1,1,14
317061,23,1,1,1,1,1,0,1,1,30
317064,19,1,0,1,0,0,0,0,1,75
317065,50,1,1,0,0,0,0,1,1,59
317066,17,0,0,0,0,0,1,1,0,1035
317067,21,1,1,1,1,0,0,1,1,196
317068,22,0,1,0,1,0,1,1,1,60
317069,18,1,0,1,0,1,0,0,1,479
317073,35,0,0,0,1,0,0,1,1,47
317074,26,1,1,0,0,0,0,1,1,270
317075,18,0,1,1,0,0,0,1,1,1
317079,29,0,1,1,0,1,1,1,1,2
317081,21,0,1,0,1,0,0,1,1,19
317082,25,0,1,1,1,0,0,1,1,292
317084,21,0,0,0,1,0,1,1,1,112
317085,27,0,0,1,1,1,0,0,0,1335
317086,25,0,0,0,0,0,1,0,1,9
317087,30,1,1,1,0,1,0,1,1,5
317092,19,1,1,1,1,1,0,1,0,541
317095,18,1,0,0,1,0,0,1,1,110
317099,18,1,1,0,0,0,0,1,1,302
317100,24,0,1,1,1,1,1,1,1,16
317103,18,0,0,0,1,0,1,1,1,306
317105,42,1,1,1,0,0,0,0,1,53
317106,45,0,0,1,0,0,0,0,1,98
317107,25,0,1,1,1,0,0,1,1,164
317108,44,1,1,1,0,0,0,1,0,545
317109,17,0,1,0,1,0,1,1,1,503
317110,17,0,0,0,1,0,1,1,1,21
317111,36,1,1,1,1,0,0,1,1,358
317118,20,1,0,0,0,0,1,0,1,227
317119,22,1,1,1,1,0,0,1,0,595
317120,55,0,1,0,1,1,1,1,1,38
317121,17,0,1,0,0,0,1,0,1,366
317123,23,0,1,1,1,1,1,1,1,6
317126,17,0,0,1,0,0,1,1,1,411
317128,29,0,1,0,1,0,1,1,1,7
317130,28,1,1,1,1,0,0,1,1,19
317131,33,1,1,1,0,0,0,0,1,308
317134,34,1,0,0,0,0,1,0,0,751
317136,20,0,0,0,0,0,0,0,0,612
317140,21,1,0,0,0,1,0,1,1,423
317141,26,0,0,1,0,0,0,0,1,370
317143,17,0,0,0,0,0,0,1,1,372
317144,37,1,0,1,1,0,0,0,1,47
317145,23,1,1,1,1,1,0,0,1,34
317151,29,1,0,1,0,0,0,0,0,603
317153,19,1,1,1,0,0,0,1,0,759
317155,21,0,1,0,1,0,0,1,1,96
317158,38,0,0,1,0,0,1,0,1,59
317160,20,1,1,0,0,0,0,1,1,10
317163,38,1,1,1,1,1,0,1,1,57
317164,28,0,0,0,0,0,1,0,1,1
317167,23,1,1,0,0,0,1,0,1,537
317171,24,0,0,1,0,0,0,1,1,37
317172,22,0,1,1,1,1,0,1,1,615
317175,39,0,1,1,1,0,0,1,0,1001
317177,21,1,0,0,1,0,1,1,1,185
317178,30,1,0,1,0,1,0,1,1,4
317181,20,1,1,0,1,0,1,0,1,95
317183,19,0,0,0,0,0,1,1,0,421
317185,19,1,1,0,0,0,0,0,1,39
317186,27,1,0,1,1,1,0,1,0,739
317187,32,1,1,1,0,0,0,0,1,291
317189,57,0,1,1,0,0,0,1,1,4
317193,39,0,1,0,0,0,1,1,0,737
317194,18,1,0,0,1,0,0,1,1,638
317195,74,0,0,0,1,0,0,1,0,933
317196,16,0,0,0,0,0,0,0,0,995
317200,19,0,1,1,1,1,0,1,1,53
317201,30,0,1,1,1,0,0,1,1,192
317203,16,0,1,0,0,0,1,1,1,433
317205,42,0,1,1,0,0,0,1,0,372
317206,34,1,0,0,1,0,1,0,0,594
317208,17,0,1,0,1,0,0,1,1,258
317209,50,1,0,0,1,0,1,1,1,160
317211,38,0,1,1,1,0,0,1,1,105
317212,20,0,1,1,1,0,0,1,1,9
317216,25,1,0,0,1,0,1,1,1,70
317217,41,0,0,0,1,0,1,1,0,674
317218,19,0,1,1,1,0,0,1,1,426
317224,31,1,1,1,1,0,0,1,0,1021
317225,20,1,0,0,0,0,1,1,1,72
317226,18,0,0,0,1,0,0,1,1,115
317231,53,0,1,1,1,1,0,1,1,20
317236,20,0,0,1,1,1,0,1,1,713
317237,38,1,1,1,1,1,1,1,1,189
317239,19,1,1,0,0,0,1,1,1,408
317240,31,1,1,0,1,0,1,1,1,406
317241,28,1,0,1,0,1,0,0,1,294
317242,30,1,0,1,1,0,0,1,0,607
317244,16,0,1,0,0,0,0,0,1,341
317250,60,1,1,0,0,1,0,0,1,3
317264,43,0,0,1,1,1,1,1,0,583
317267,18,0,1,0,1,0,1,1,1,30
317269,29,0,1,1,0,0,0,0,0,588
317270,24,1,1,0,0,0,1,0,1,5
317274,39,0,0,1,0,1,1,1,1,158
317275,26,0,1,0,1,0,1,1,1,103
317276,31,1,1,1,1,0,0,1,1,175
317279,63,1,1,0,1,0,0,1,1,63
