"recid","age","hsged","white","children","jtpa","married","male","treatment","delta","days"
304529,33,1,0,0,0,0,1,0,1,427
304530,16,0,0,0,1,0,1,1,1,254
304531,19,0,0,0,0,0,1,0,1,6
304532,43,0,1,0,0,1,1,1,1,283
304533,17,0,0,1,0,0,0,1,0,1070
304534,46,1,1,0,0,1,1,0,1,46
304539,43,0,1,0,0,0,0,0,1,12
304540,18,0,0,1,1,0,0,1,0,609
304541,23,1,0,0,0,0,1,0,1,18
304542,50,1,1,0,1,1,0,1,1,164
304544,51,1,1,1,1,1,1,1,1,30
304545,47,1,1,1,1,1,0,1,0,585
304548,26,1,0,0,1,0,1,1,1,32
304549,50,0,0,0,0,0,1,0,1,2
304550,26,1,1,0,1,0,1,1,1,14
304553,23,0,0,0,0,0,1,0,1,75
304558,29,0,1,0,1,1,1,1,1,154
304559,37,1,1,0,1,0,1,1,1,70
304561,43,1,1,1,1,1,0,1,1,14
304562,27,1,0,1,0,0,1,0,0,788
304563,74,0,1,0,1,1,1,1,0,627
304565,24,1,0,1,1,0,0,1,0,713
304566,33,0,0,1,0,0,0,1,0,412
304567,50,0,1,1,1,0,0,0,1,8
304568,23,1,0,0,1,0,1,1,1,10
304570,26,0,1,0,1,0,0,1,1,5
304571,23,0,1,0,1,0,1,1,1,58
304572,32,1,0,0,0,0,1,1,1,551
304575,28,1,1,0,1,0,1,1,1,334
304576,16,0,1,0,1,0,0,1,1,316
304577,28,1,1,1,0,1,0,1,1,14
304578,28,0,0,0,0,0,1,1,1,507
304579,28,1,1,1,1,0,0,1,1,40
304582,19,0,1,0,1,0,1,1,1,22
304583,20,1,0,0,0,0,0,0,1,5
304584,29,1,1,1,0,1,0,1,1,380
304585,47,0,0,1,0,1,1,0,1,194
304586,20,0,0,0,0,0,1,1,1,65
304588,22,0,1,0,0,0,1,0,1,243
304589,22,0,0,1,0,0,0,1,0,685
304591,60,0,0,0,0,0,1,1,0,593
304592,24,1,1,1,1,0,0,1,1,181
304593,37,0,0,1,0,0,0,1,1,111
304594,18,1,0,0,1,0,0,1,1,111
304600,38,1,0,1,1,0,0,1,1,129
304602,26,0,1,1,0,0,0,0,1,956
304606,48,0,1,1,1,0,1,1,1,94
304607,31,0,1,1,1,1,0,1,1,14
304608,24,0,0,0,1,0,1,1,1,175
304611,31,1,0,1,1,0,0,0,1,81
304614,34,1,1,1,0,0,0,1,1,652
304615,21,0,1,0,1,0,1,0,1,60
304617,23,0,1,0,1,0,0,1,1,296
304619,59,0,1,0,0,1,1,1,1,142
304620,18,1,1,0,0,1,1,0,1,209
304622,21,1,1,0,0,0,0,0,1,496
304623,24,0,1,1,0,1,0,0,0,754
304624,23,1,0,0,1,0,1,1,1,429
304625,17,0,0,0,1,0,0,1,1,5
304626,33,1,0,1,0,0,0,0,1,676
304629,20,1,0,0,1,1,0,1,1,250
304630,23,1,0,1,1,0,0,0,1,53
304631,24,0,1,0,0,0,0,0,1,70
304633,32,1,0,1,0,0,0,0,0,628
304635,16,0,1,0,1,0,1,1,1,417
304638,36,1,0,1,0,0,0,1,1,109
304639,30,1,0,1,1,0,0,1,0,632
304640,35,0,1,0,1,0,0,0,1,428
304641,20,0,0,0,0,0,1,0,1,657
304644,27,0,1,1,1,1,0,1,1,421
304646,18,0,1,0,1,0,0,1,1,105
304647,32,1,1,1,1,0,0,1,1,4
304648,19,0,1,0,0,0,1,0,1,12
304650,29,1,0,1,0,0,0,0,1,29
304652,32,1,1,0,0,0,1,1,1,3
304653,17,0,1,1,1,1,0,1,1,2
304655,27,0,0,0,0,0,1,1,0,974
304659,20,0,1,0,0,0,1,1,1,112
304660,36,0,0,1,1,1,1,0,0,683
304662,38,0,0,0,0,0,0,0,1,500
304663,51,0,1,0,0,0,1,0,1,111
304665,42,0,1,1,1,0,1,1,1,20
304666,16,0,0,0,0,0,1,1,0,903
304668,20,1,1,0,0,0,0,1,1,605
304669,42,1,0,0,1,0,1,1,0,697
304670,33,0,1,1,1,1,0,1,1,71
304671,43,1,0,0,1,1,1,1,1,6
304673,51,1,0,0,0,0,1,1,1,39
304679,18,0,1,0,1,0,0,1,1,4
304680,24,1,1,0,1,0,0,1,1,52
304681,35,1,0,0,1,0,1,1,0,638
304682,40,1,1,0,0,0,0,1,1,73
304683,18,0,0,0,0,0,1,1,0,1123
304686,22,1,0,0,1,0,1,1,1,103
304687,28,1,0,1,0,0,0,0,1,206
304688,30,1,0,1,1,0,1,1,1,125
304689,22,0,1,0,0,0,1,0,1,6
304692,20,1,1,1,0,0,0,1,1,572
304693,34,0,0,0,0,0,1,1,1,127
304695,25,0,1,1,1,1,1,1,1,693
304697,17,0,0,0,0,0,0,0,1,59
304698,35,1,0,0,0,0,1,1,1,10
304699,31,0,1,0,0,0,0,1,0,680
304700,60,1,1,0,0,0,0,1,0,451
304701,32,0,1,0,1,0,1,1,0,960
304703,22,1,0,0,0,0,0,1,0,547
304704,26,0,0,1,0,0,0,0,0,613
304705,33,0,0,1,0,0,0,0,1,170
304706,48,0,0,1,0,0,0,0,0,700
304707,21,0,0,0,0,0,1,0,1,547
304708,21,0,1,0,0,0,1,0,1,431
304711,18,0,0,0,0,0,1,0,0,884
304712,20,0,0,0,1,0,0,1,0,611
304715,37,1,1,1,1,1,1,1,1,99
304716,31,0,1,1,1,1,1,1,1,15
304718,32,0,1,0,1,1,0,1,1,1
304719,36,0,1,0,0,1,1,0,1,84
304720,30,0,1,0,1,0,1,1,1,273
304721,32,0,0,1,0,0,0,0,1,97
304722,28,1,1,1,1,1,1,1,1,81
304725,19,0,0,1,1,0,0,1,0,739
304726,19,1,0,1,1,0,0,0,1,65
304727,25,1,1,0,1,0,0,1,0,647
304728,22,0,1,1,0,0,0,0,1,69
304730,39,1,1,1,1,0,0,1,1,111
304731,42,1,0,0,0,0,1,1,0,643
304732,23,1,1,0,0,0,0,0,1,40
304733,33,0,1,1,0,1,0,0,1,23
304734,48,0,1,1,0,1,0,0,1,76
304735,32,0,1,1,0,1,0,0,0,757
304737,17,0,1,0,1,0,1,1,0,1002
304738,24,0,1,0,1,0,0,1,1,136
304741,21,1,0,0,0,0,1,1,1,680
304742,32,0,1,1,1,1,1,1,1,308
304745,59,1,1,0,0,0,0,1,1,194
304746,45,1,1,1,1,1,1,1,0,699
304747,31,0,1,1,1,1,1,0,1,204
304748,43,0,0,1,1,0,0,1,0,705
304751,19,0,1,0,1,0,0,1,1,420
304752,21,1,0,0,0,0,0,1,1,155
304755,18,0,1,1,1,1,0,1,1,147
304756,35,1,1,0,1,1,1,1,1,148
304758,18,0,1,0,1,0,1,1,1,274
304759,30,0,0,1,1,0,0,1,1,898
304760,20,0,0,0,1,0,1,1,1,378
304761,18,0,0,0,0,0,0,1,0,745
304762,19,0,0,1,0,0,0,0,1,306
304763,31,1,1,1,1,1,0,1,0,807
304766,39,0,0,0,0,1,0,1,1,9
304767,23,0,1,0,1,1,1,1,1,5
304768,35,0,1,1,0,0,0,1,1,101
304770,24,1,1,1,0,0,0,0,0,594
304772,22,0,0,1,1,0,0,0,1,550
304773,25,1,0,1,1,0,0,1,1,392
304776,21,0,0,0,0,0,1,0,0,713
304778,42,1,1,1,1,1,0,1,1,95
304779,19,0,0,1,1,0,0,1,1,317
304781,22,1,1,1,0,1,1,1,1,37
304782,30,0,0,1,0,0,0,0,0,612
304783,25,1,1,1,1,0,0,1,1,332
304784,22,1,1,1,1,0,0,1,1,425
304785,17,0,0,0,1,0,0,1,0,446
304786,20,1,1,0,1,0,1,1,1,48
304787,54,1,1,0,1,1,1,1,0,651
304788,30,0,1,1,1,1,0,1,1,385
304789,45,1,0,1,0,1,1,0,1,280
304791,59,0,1,0,0,0,1,0,1,159
304793,25,0,1,1,0,1,1,0,1,236
304797,36,0,1,1,1,1,1,1,1,182
304798,30,0,1,1,0,0,0,0,1,65
304801,20,0,1,1,0,0,0,1,1,9
304802,17,0,1,0,0,0,0,0,1,65
304804,26,0,1,1,0,1,0,0,1,25
304805,27,1,0,1,1,0,0,0,1,317
304807,51,1,0,0,0,0,1,0,0,492
304809,44,1,1,0,1,0,0,1,0,552
304811,31,1,1,0,0,0,1,0,0,974
304813,31,1,1,1,1,1,0,1,1,535
304815,20,0,0,1,0,0,0,1,0,1176
304816,41,0,0,1,1,0,1,1,1,353
304817,20,0,1,1,0,0,0,0,1,405
304818,39,0,0,1,1,0,0,1,1,282
304819,20,0,0,0,0,0,1,1,1,156
304820,29,0,0,1,0,0,0,1,1,85
304822,38,0,1,1,1,1,1,1,0,682
304825,31,0,1,0,0,0,1,0,1,10
304827,43,1,0,0,0,0,0,0,1,261
304831,21,1,0,0,1,0,1,1,1,296
304836,27,0,1,0,0,0,0,1,1,35
304837,16,0,1,0,0,0,0,1,1,23
304839,38,0,1,0,1,0,1,1,1,504
304840,36,1,1,1,0,0,1,0,1,32
304842,22,1,0,0,1,0,1,1,1,72
304843,30,1,1,1,1,0,0,0,1,28
304844,31,1,1,1,1,1,0,1,0,699
304845,20,0,0,0,1,0,1,1,1,148
304846,28,0,1,0,1,0,0,1,1,45
304849,17,0,1,1,0,1,0,1,1,345
304850,17,0,0,0,0,0,0,0,1,73
304851,29,1,1,1,0,0,0,1,1,95
304852,31,0,1,1,0,1,0,1,1,179
304853,27,1,1,1,1,1,1,1,1,2
304855,43,1,0,1,1,1,1,1,1,258
304856,23,1,0,1,0,0,0,0,0,1143
304857,24,0,0,1,0,1,0,0,1,73
304859,34,1,1,0,0,0,1,0,1,705
304861,37,0,0,1,1,0,1,1,1,575
304862,31,0,1,1,1,0,0,1,1,543
304866,35,1,1,1,0,1,1,1,1,105
304867,43,1,0,1,1,0,0,1,1,668
304868,26,1,1,1,1,1,0,1,1,156
304870,27,1,1,1,0,1,0,0,0,372
304872,23,0,0,1,0,0,0,1,1,440
304873,31,1,1,1,0,0,0,0,1,112
304874,35,0,0,1,0,1,1,1,1,26
304876,19,1,1,1,0,0,0,1,0,1061
304878,20,1,0,1,0,0,0,0,1,16
304881,45,1,0,0,1,0,1,1,1,291
304882,19,1,0,1,0,0,0,1,0,1222
304883,26,1,0,0,0,0,1,0,1,196
304884,18,1,1,0,1,0,0,1,1,117
304885,39,1,1,1,0,1,1,0,0,617
304887,41,0,1,0,0,0,1,0,0,795
304888,19,1,1,0,1,0,1,1,1,526
304889,65,0,1,0,0,1,1,1,1,10
304890,21,0,1,0,0,0,0,0,0,687
304893,31,0,0,0,0,0,1,1,1,93
304896,44,1,1,0,1,1,0,1,1,23
304897,24,0,0,0,0,0,0,0,0,1366
304899,27,1,1,1,0,1,0,1,1,342
304904,26,1,1,1,1,1,0,1,1,190
304907,23,1,1,1,1,1,1,1,1,15
304912,33,0,1,0,1,0,1,1,1,189
304915,18,1,1,0,0,0,0,1,1,59
304916,19,1,0,0,1,0,0,1,1,470
304919,21,1,0,0,0,0,0,0,1,597
304920,26,1,0,1,1,0,0,1,1,2
304921,20,0,0,0,1,0,0,0,1,400
304922,19,0,0,0,1,0,1,1,1,284
304927,20,0,0,1,1,0,0,1,1,458
304928,28,0,1,0,1,0,0,1,1,33
304929,38,1,1,1,1,1,0,1,1,355
304930,31,0,1,1,1,0,0,1,1,221
304931,49,0,1,0,1,0,0,1,1,84
304932,39,1,1,0,1,0,1,1,1,20
304935,26,1,1,1,1,0,0,1,1,389
304936,28,0,1,1,0,0,1,1,1,407
304938,16,0,0,0,1,0,0,1,1,212
304942,31,1,1,0,0,1,1,1,1,257
304943,27,1,1,1,1,0,1,1,1,17
304944,50,1,1,0,1,1,0,1,1,182
304946,37,0,0,0,0,0,1,1,0,639
304947,48,0,0,0,1,1,1,1,0,571
304948,22,1,1,1,0,1,0,1,1,90
304950,28,1,0,0,0,0,1,0,1,19
304953,38,1,0,1,0,0,0,0,1,612
304955,38,0,0,1,1,0,0,1,0,746
304959,36,0,0,0,1,0,1,1,1,532
304960,18,1,1,1,1,1,0,1,1,441
304961,17,0,1,0,0,0,0,0,1,1005
304962,19,1,1,0,0,0,1,0,1,392
304966,19,1,0,1,1,1,0,1,0,1051
304967,32,1,1,0,0,0,1,0,1,16
304968,30,0,0,0,0,0,1,1,1,45
304969,35,0,0,0,1,1,0,1,1,36
304970,44,1,1,1,1,0,1,0,1,37
304971,20,1,0,1,0,0,0,0,1,625
304973,26,1,0,1,0,0,0,0,0,625
304974,24,1,0,1,1,0,0,1,1,19
304976,38,0,1,1,1,0,0,1,1,28
304977,19,1,0,0,1,0,0,1,1,151
304980,25,1,1,1,1,1,1,1,1,82
304981,20,0,0,0,0,0,1,0,1,6
304987,32,1,0,1,1,0,0,1,1,768
304988,21,0,1,0,1,0,0,1,1,70
304991,37,1,1,1,1,0,0,1,1,243
304995,39,0,1,1,1,0,0,1,0,1121
304996,39,0,0,1,1,0,0,1,1,303
305000,19,0,0,0,1,0,1,1,1,408
305006,20,0,0,0,0,0,0,0,1,46
305008,33,1,0,0,0,0,0,1,1,85
305009,46,0,0,0,0,0,1,0,0,585
305013,35,0,0,0,0,0,0,0,1,163
305016,27,1,0,1,1,1,0,1,0,587
305019,42,1,0,1,1,0,1,1,1,3
305020,27,0,1,1,1,0,0,1,1,534
305022,19,0,0,0,0,0,0,1,1,308
305024,20,1,0,0,1,0,1,1,0,547
305026,17,0,0,0,0,0,0,0,1,190
305027,21,0,1,1,1,0,0,1,1,240
305029,57,1,1,1,1,1,1,1,1,6
305033,20,0,1,1,1,1,0,1,1,62
305034,22,1,1,1,0,0,0,0,1,68
305036,28,0,0,1,1,0,0,1,0,768
305037,41,1,1,0,0,0,0,0,1,302
305039,37,0,1,0,1,0,1,1,1,559
305042,37,0,1,1,1,0,0,1,1,323
305043,30,1,0,1,1,0,0,1,1,19
305044,20,1,0,0,0,0,0,1,0,1213
305045,30,1,0,0,1,0,1,1,1,482
305047,33,1,0,1,1,1,0,1,0,582
305048,19,0,0,1,1,0,0,1,1,100
305050,18,0,1,0,0,0,1,0,1,6
305052,27,1,1,1,1,0,0,1,1,375
305053,29,1,1,1,1,1,1,1,1,10
305054,20,0,0,1,0,1,0,0,1,359
305055,24,0,0,1,1,0,0,1,0,753
305058,18,1,1,1,1,0,0,1,0,944
305059,19,1,1,0,1,0,1,0,1,9
305060,17,0,1,0,0,0,1,1,1,458
305062,31,1,0,1,1,0,0,1,0,804
305064,19,0,1,0,1,0,0,1,1,3
305065,21,1,1,1,1,0,0,1,0,747
305066,20,0,0,0,1,0,1,0,1,541
305071,30,1,1,1,1,0,0,1,1,48
305073,36,1,1,0,1,0,1,1,1,33
305074,27,1,0,0,1,1,0,1,1,36
305077,27,0,0,1,0,0,1,0,1,298
305079,35,1,0,1,0,0,1,0,1,148
305081,59,1,1,0,1,1,0,1,1,98
305086,26,0,0,0,0,0,1,0,0,595
305087,35,0,1,1,0,0,0,1,1,345
305089,22,0,0,1,0,0,0,1,1,659
305090,38,0,1,1,1,1,1,1,0,574
305093,31,0,0,0,0,0,0,1,1,90
305094,40,1,1,1,0,1,1,1,1,120
305095,35,0,1,0,0,0,1,1,1,225
305098,18,0,1,0,0,0,1,0,0,1092
305100,38,0,0,1,0,1,1,0,1,174
305105,17,0,0,1,0,0,1,1,1,418
305109,19,1,1,0,0,0,1,0,1,4
305110,20,0,0,0,1,0,0,1,1,431
305112,20,1,1,0,1,0,1,1,1,37
305117,29,0,0,1,1,1,1,1,1,326
305120,20,1,1,0,0,0,0,1,1,19
305122,41,1,1,0,1,0,0,1,1,341
305123,32,0,1,0,1,0,1,1,1,64
305124,25,1,0,1,1,0,0,1,1,139
305127,32,0,1,1,1,0,0,1,1,17
305128,40,1,1,0,1,0,0,1,0,701
305129,49,1,1,1,1,0,1,1,1,68
305130,20,1,1,0,0,0,0,1,1,4
305132,17,0,0,0,1,0,0,1,0,1317
305133,31,0,0,1,0,1,1,0,1,224
305134,22,1,0,0,1,0,0,1,1,116
305136,26,0,0,1,0,0,0,1,1,453
305137,32,1,1,1,1,0,0,1,1,14
305138,40,0,1,0,1,0,0,1,1,24
305141,23,1,0,0,1,0,0,1,1,519
305144,20,1,0,0,0,0,1,1,1,1
305146,27,1,1,0,0,0,0,0,1,46
305152,31,0,0,1,1,0,0,1,1,29
305153,20,1,0,0,0,0,1,0,1,3
305155,27,0,0,0,1,0,1,1,1,480
305157,21,1,0,0,1,0,1,1,1,18
305159,39,0,1,1,0,0,0,0,1,26
305160,44,0,1,1,1,0,0,0,1,6
305161,34,0,0,1,0,0,0,0,1,246
305162,20,0,1,1,0,1,1,0,1,178
305163,31,0,1,0,1,0,1,1,1,1
305165,22,1,0,1,1,0,0,1,0,798
305171,27,0,1,1,0,0,0,0,0,439
305173,17,0,1,0,1,0,1,1,1,571
305179,38,1,0,1,1,0,0,0,1,70
305180,18,0,1,0,1,0,1,1,1,8
305181,31,0,0,0,0,0,1,1,0,1051
305182,38,1,1,1,0,0,0,1,1,299
305183,26,1,1,1,0,0,0,1,0,444
305185,29,0,0,1,0,0,1,0,1,628
305187,22,0,0,0,1,0,1,1,1,377
305188,19,0,0,0,1,0,0,1,0,613
305189,47,1,0,0,1,0,1,1,1,90
305191,47,1,0,0,1,1,0,1,1,409
305196,27,1,1,0,1,0,1,1,1,17
305197,31,1,0,0,1,0,0,1,0,607
305198,19,0,0,1,1,0,0,1,1,788
305201,16,0,1,0,1,0,1,1,1,159
305202,21,1,1,0,0,0,0,0,0,407
305205,82,0,1,0,1,0,0,1,0,617
305208,19,0,0,1,0,0,0,0,1,76
305212,31,1,1,1,0,0,0,0,0,577
305213,27,0,1,0,0,0,0,0,1,91
305214,49,1,1,0,0,0,0,1,1,20
305216,18,0,0,1,1,0,0,1,1,105
305221,18,0,0,0,0,0,1,1,1,82
305222,35,1,0,1,1,1,1,1,1,62
305227,24,0,0,1,1,0,0,1,1,9
305228,36,0,0,1,0,0,0,1,0,498
305234,19,1,0,1,1,1,0,1,1,32
305235,27,1,0,1,0,0,0,0,1,385
305236,22,1,1,0,1,0,0,1,1,475
305239,33,0,0,1,0,0,0,0,1,223
305242,45,0,1,0,1,0,1,0,1,200
305244,21,0,0,1,0,0,0,0,1,59
305245,17,1,0,0,1,0,1,1,1,242
305248,17,0,1,1,1,0,0,1,1,477
305249,21,1,0,1,0,0,0,0,1,513
305250,21,1,1,0,1,0,0,1,1,1
305251,27,1,0,1,1,1,1,1,1,6
305252,41,0,1,0,1,1,1,1,1,184
305253,25,1,1,0,0,0,1,0,0,657
305254,18,0,0,1,0,0,0,1,1,311
305256,34,0,1,1,1,1,1,1,1,268
305260,28,1,1,1,1,0,0,1,1,50
305261,25,1,0,1,1,0,0,1,0,550
305262,30,1,0,1,1,0,0,1,0,623
305263,19,1,1,0,1,0,1,1,1,73
305264,27,0,0,1,0,0,0,0,0,696
305266,21,1,1,0,0,0,1,1,1,218
305267,22,0,1,1,0,1,0,1,0,588
305268,31,1,0,1,1,0,0,1,1,181
305270,19,1,1,0,0,1,1,0,1,31
305277,34,1,1,1,0,0,0,0,1,30
305278,21,1,1,0,0,0,0,1,1,32
305279,54,1,1,0,1,0,1,1,1,46
305281,21,1,0,1,1,0,0,1,1,345
305282,36,0,1,1,1,1,0,1,1,240
305284,23,1,0,1,0,0,0,1,1,127
305288,51,1,1,0,0,1,1,0,1,176
305290,35,1,1,1,0,0,0,0,1,12
305291,25,0,0,0,0,0,1,0,1,77
305292,31,0,1,1,0,0,0,0,1,165
305299,18,0,0,0,1,0,0,1,1,417
305301,19,1,0,0,0,0,1,1,1,1
305302,19,1,1,0,0,0,1,0,1,61
305303,19,1,0,1,0,0,0,1,1,211
305304,19,1,1,0,0,0,1,0,1,15
305306,32,0,1,1,0,0,0,0,0,962
305310,25,1,0,1,1,0,0,1,1,384
305311,49,1,1,0,0,0,0,0,0,374
305312,22,0,0,1,1,0,0,1,1,66
305315,18,0,0,0,0,0,0,1,1,471
305316,18,1,0,0,1,0,0,1,1,69
305317,18,1,0,0,1,0,0,1,1,257
305320,19,0,0,1,0,0,0,0,0,757
305322,30,1,1,1,1,1,0,1,0,572
305323,21,0,0,1,1,0,0,1,1,573
305324,17,1,1,0,1,0,0,1,1,220
305325,19,0,1,1,1,0,0,1,1,266
305326,28,0,1,1,0,0,0,0,1,28
305328,40,1,1,1,1,0,0,0,0,1248
305329,41,1,1,0,1,0,0,1,1,147
305333,18,0,1,0,0,0,1,0,1,196
305334,18,0,1,0,0,1,0,0,1,104
305335,19,0,0,0,1,0,1,1,1,80
305336,36,1,1,1,1,0,0,0,1,13
305337,19,1,1,1,1,0,0,1,1,420
305338,18,0,1,0,0,0,1,1,1,133
305339,41,1,0,1,1,1,0,1,1,17
305340,22,0,1,0,1,0,1,1,1,3
305341,56,1,1,1,1,1,0,1,1,30
305343,30,1,1,1,1,0,0,0,1,665
305347,18,0,1,0,1,0,0,1,1,7
305348,25,1,0,1,0,0,0,0,1,51
305350,18,1,0,0,0,0,0,1,1,138
305351,16,0,1,0,0,0,0,1,1,188
305356,34,0,0,1,1,0,0,1,1,118
305358,18,0,0,0,0,0,0,1,0,601
305359,26,0,1,1,1,0,0,1,1,419
305360,28,1,0,1,1,0,0,1,1,296
305361,27,1,1,1,1,0,0,1,1,1
305362,27,1,0,1,1,1,1,1,0,685
305363,51,0,1,0,0,0,1,1,1,507
305367,29,0,1,1,0,0,0,0,1,102
305368,27,1,1,1,0,0,0,0,1,162
305372,18,0,1,1,1,0,0,1,1,3
305373,34,0,0,1,0,1,0,1,1,259
305374,26,0,1,0,1,0,1,1,1,356
305377,41,0,1,0,0,0,1,0,1,536
305378,52,1,1,0,0,0,0,0,1,60
305379,34,1,0,1,0,1,0,0,1,127
305382,23,1,0,0,0,0,0,0,1,350
305383,48,1,1,0,0,1,0,1,0,1107
305384,17,0,1,0,1,0,1,1,0,672
305388,17,1,0,0,1,0,0,1,1,220
305389,54,0,0,0,0,0,0,0,1,31
305390,43,1,1,1,0,0,0,0,0,665
305393,25,1,1,1,0,1,1,0,1,292
305396,30,1,1,1,1,1,1,1,1,144
305398,37,0,0,1,1,1,1,1,1,105
305404,48,1,0,0,0,0,0,1,1,11
305405,17,0,1,1,1,0,0,1,1,336
305406,39,1,1,1,0,0,0,1,1,4
305408,47,1,0,1,0,1,1,1,1,86
305409,25,1,0,1,1,0,0,1,1,134
305411,32,0,0,1,1,1,0,1,1,201
305412,29,0,0,1,1,1,1,1,0,636
305414,24,1,0,1,1,0,0,1,1,215
305417,32,1,1,1,0,1,0,1,0,548
305419,21,0,1,1,1,0,0,1,1,567
305421,29,0,1,0,0,0,1,1,1,251
305423,17,0,0,0,0,0,1,1,1,383
305424,20,0,1,1,0,0,0,0,1,14
305425,27,0,0,1,1,1,1,1,1,113
305426,19,1,0,0,0,0,0,0,0,1173
305429,19,0,0,0,0,0,1,1,1,420
305430,19,1,1,1,1,1,0,1,1,476
305432,19,1,1,1,1,0,0,1,1,49
305436,28,0,1,0,0,0,1,1,1,12
305438,25,0,1,1,1,0,1,1,0,543
305441,24,1,0,1,1,0,0,1,1,128
305443,22,1,0,0,1,0,1,1,1,82
305444,25,1,0,1,0,0,0,0,1,165
305445,21,1,0,0,0,0,1,0,1,249
305450,19,1,0,1,1,0,0,1,1,16
305451,43,0,0,1,1,0,0,1,1,29
305452,21,1,0,0,0,0,0,0,0,664
305453,31,0,1,0,1,0,1,1,1,8
305454,20,1,0,1,0,0,0,0,0,752
305455,23,0,1,0,0,0,1,1,1,46
305457,43,1,1,1,1,0,0,0,1,49
305458,26,1,0,1,0,0,0,0,1,22
305459,33,1,1,0,1,0,1,1,1,290
305460,21,1,1,1,1,1,0,1,1,161
305464,32,1,1,1,1,0,0,1,0,615
305465,34,1,1,1,0,0,0,0,1,28
305468,19,1,1,0,1,0,0,1,1,33
305471,41,1,1,0,1,0,1,1,1,128
305473,16,0,1,0,0,0,0,1,1,93
305474,21,0,0,0,1,0,0,1,1,269
305475,30,0,1,1,1,0,0,1,0,633
305476,33,0,0,0,0,0,1,1,1,216
305478,34,1,0,1,0,0,0,1,1,525
305479,24,0,0,0,1,0,1,1,1,181
305481,37,1,1,1,1,1,1,1,1,19
305482,26,0,0,0,0,0,0,0,1,40
305486,19,1,0,0,0,0,0,1,1,36
305487,25,0,1,0,1,0,1,1,1,15
305489,33,0,1,0,1,0,0,1,1,558
305491,21,1,0,0,1,0,1,1,1,8
305492,19,1,1,1,0,0,0,1,1,59
305493,41,1,1,0,1,0,0,1,1,51
305495,20,0,0,0,1,1,0,1,1,115
305496,35,0,1,0,1,1,1,1,1,128
305497,21,0,1,0,1,0,1,1,1,26
305498,38,0,1,0,1,0,0,1,1,13
305500,18,1,0,1,1,1,0,1,1,1
305501,34,1,1,0,1,0,1,1,1,237
305504,43,1,0,1,0,1,1,1,1,29
305507,44,1,1,1,1,0,0,1,0,668
305508,72,0,1,0,0,0,0,0,0,609
305510,19,1,1,0,0,0,1,0,1,29
305511,69,0,1,0,0,1,1,1,1,1
305512,23,0,0,0,0,0,1,1,1,271
305513,19,1,1,0,1,0,0,1,1,164
305514,20,0,1,0,1,0,1,1,1,140
305518,21,1,0,1,1,0,0,1,1,680
305519,18,0,1,0,0,0,0,1,1,127
305520,25,0,1,1,1,1,1,1,1,24
305522,21,1,0,0,1,0,0,1,1,276
305523,26,0,1,0,0,0,0,1,1,269
305526,18,1,1,0,0,0,1,0,1,332
305527,30,1,1,0,0,0,1,1,0,611
305529,25,1,0,1,1,1,0,1,1,340
305530,19,0,1,1,0,1,0,0,1,17
305532,19,0,1,0,1,0,1,1,1,280
305533,19,1,1,0,1,0,1,0,1,147
305535,18,0,0,0,1,0,0,0,1,367
305536,30,0,0,1,0,1,1,1,1,429
305537,20,1,0,0,0,0,1,0,1,20
305539,61,0,1,0,0,1,0,1,1,5
305541,17,0,0,0,0,0,1,0,1,224
305546,18,0,1,0,0,1,0,1,1,222
305547,24,1,1,0,1,0,1,1,1,153
305549,17,0,0,0,0,0,1,0,1,220
305550,52,0,1,1,0,0,1,0,1,8
305553,23,1,0,0,1,0,0,1,1,510
305554,28,1,0,0,1,0,1,1,1,4
305555,32,0,1,1,1,0,0,1,1,66
305558,36,1,1,0,0,0,1,0,0,1198
305560,25,0,0,1,0,0,0,1,1,17
305561,22,0,1,1,1,1,1,0,1,1
305564,33,1,1,1,1,0,0,1,1,97
305566,44,1,1,1,0,1,1,1,0,1098
305568,42,1,0,0,0,0,0,1,1,52
305569,19,0,1,0,1,0,0,1,1,27
305571,34,1,1,1,0,1,1,1,1,278
305574,19,0,1,0,1,0,1,1,1,43
305577,27,1,0,1,1,1,1,1,1,118
305578,32,0,0,1,1,0,0,1,1,18
305579,18,0,1,0,0,0,1,1,1,561
305582,22,0,1,1,1,0,0,1,1,246
305583,20,0,0,0,1,0,1,1,0,801
305585,29,1,1,0,1,0,1,1,1,13
305590,25,1,1,0,0,0,1,0,1,279
305591,25,0,1,0,0,0,1,1,1,39
305592,37,1,1,0,0,0,1,1,1,550
305593,26,0,1,1,1,0,0,1,1,213
305594,20,0,1,0,1,0,0,1,1,121
305595,27,1,1,1,0,1,0,1,1,164
305597,31,1,1,1,1,1,1,1,1,215
305598,26,1,1,1,1,0,0,1,0,396
305600,23,1,0,0,1,0,1,1,1,366
305602,26,0,1,1,1,0,0,1,1,52
305605,70,0,1,1,0,0,0,0,1,244
305606,19,1,1,0,1,0,1,1,1,18
305608,59,1,1,0,0,0,1,1,1,8
305615,21,1,1,1,0,0,0,0,1,269
305618,17,0,0,0,1,0,0,1,1,217
305620,17,0,1,0,1,0,1,1,1,81
305621,39,0,0,1,1,0,0,1,0,682
305624,42,0,1,1,0,0,0,0,0,533
305629,22,0,1,0,1,0,0,1,1,30
305630,28,0,0,1,0,0,0,1,0,703
305632,27,1,0,1,0,0,0,0,1,8
305633,20,1,1,0,1,0,0,1,1,57
